name,whn,confirmed,deaths,recovered
"Algeria","Wed, 29 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Thu, 30 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Fri, 31 Jan 2020 00:00:00 GMT",0,0,0
"Algeria","Sat, 01 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sun, 02 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Mon, 03 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Tue, 04 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Wed, 05 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Thu, 06 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Fri, 07 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sat, 08 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sun, 09 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Mon, 10 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Tue, 11 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Wed, 12 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Thu, 13 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Fri, 14 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sat, 15 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sun, 16 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Mon, 17 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Tue, 18 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Wed, 19 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Thu, 20 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Fri, 21 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sat, 22 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Sun, 23 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Mon, 24 Feb 2020 00:00:00 GMT",0,0,0
"Algeria","Tue, 25 Feb 2020 00:00:00 GMT",1,0,0
"Algeria","Wed, 26 Feb 2020 00:00:00 GMT",1,0,0
"Algeria","Thu, 27 Feb 2020 00:00:00 GMT",1,0,0
"Algeria","Fri, 28 Feb 2020 00:00:00 GMT",1,0,0
"Algeria","Sat, 29 Feb 2020 00:00:00 GMT",1,0,0
"Algeria","Sun, 01 Mar 2020 00:00:00 GMT",1,0,0
"Algeria","Mon, 02 Mar 2020 00:00:00 GMT",3,0,0
"Algeria","Tue, 03 Mar 2020 00:00:00 GMT",5,0,0
"Algeria","Wed, 04 Mar 2020 00:00:00 GMT",12,0,0
"Algeria","Thu, 05 Mar 2020 00:00:00 GMT",12,0,0
"Algeria","Fri, 06 Mar 2020 00:00:00 GMT",17,0,0
"Algeria","Sat, 07 Mar 2020 00:00:00 GMT",17,0,0
"Algeria","Sun, 08 Mar 2020 00:00:00 GMT",19,0,0
"Algeria","Mon, 09 Mar 2020 00:00:00 GMT",20,0,0
"Algeria","Tue, 10 Mar 2020 00:00:00 GMT",20,0,0
"Algeria","Wed, 11 Mar 2020 00:00:00 GMT",20,0,0
"Algeria","Thu, 12 Mar 2020 00:00:00 GMT",24,1,8
"Algeria","Fri, 13 Mar 2020 00:00:00 GMT",26,2,8
"Algeria","Sat, 14 Mar 2020 00:00:00 GMT",37,3,12
"Algeria","Sun, 15 Mar 2020 00:00:00 GMT",48,4,12
"Algeria","Mon, 16 Mar 2020 00:00:00 GMT",54,4,12
"Algeria","Tue, 17 Mar 2020 00:00:00 GMT",60,4,12
"Algeria","Wed, 18 Mar 2020 00:00:00 GMT",74,7,12
"Algeria","Thu, 19 Mar 2020 00:00:00 GMT",87,9,32
"Algeria","Fri, 20 Mar 2020 00:00:00 GMT",90,11,32
"Algeria","Sat, 21 Mar 2020 00:00:00 GMT",139,15,32
"Algeria","Sun, 22 Mar 2020 00:00:00 GMT",201,17,65
"Algeria","Mon, 23 Mar 2020 00:00:00 GMT",230,17,65
"Algeria","Tue, 24 Mar 2020 00:00:00 GMT",264,19,24
"Algeria","Wed, 25 Mar 2020 00:00:00 GMT",302,21,65
"Algeria","Thu, 26 Mar 2020 00:00:00 GMT",367,25,29
"Algeria","Fri, 27 Mar 2020 00:00:00 GMT",409,26,29
"Algeria","Sat, 28 Mar 2020 00:00:00 GMT",454,29,31
"Algeria","Sun, 29 Mar 2020 00:00:00 GMT",511,31,31
"Algeria","Mon, 30 Mar 2020 00:00:00 GMT",584,35,37
"Algeria","Tue, 31 Mar 2020 00:00:00 GMT",716,44,46
"Algeria","Wed, 01 Apr 2020 00:00:00 GMT",847,58,61
"Algeria","Thu, 02 Apr 2020 00:00:00 GMT",986,86,61
"Algeria","Fri, 03 Apr 2020 00:00:00 GMT",1171,105,62
"Algeria","Sat, 04 Apr 2020 00:00:00 GMT",1251,130,90
"Algeria","Sun, 05 Apr 2020 00:00:00 GMT",1320,152,90
"Algeria","Mon, 06 Apr 2020 00:00:00 GMT",1423,173,90
"Algeria","Tue, 07 Apr 2020 00:00:00 GMT",1468,193,113
"Algeria","Wed, 08 Apr 2020 00:00:00 GMT",1572,205,237
"Algeria","Thu, 09 Apr 2020 00:00:00 GMT",1666,235,347
"Algeria","Fri, 10 Apr 2020 00:00:00 GMT",1761,256,405
"Algeria","Sat, 11 Apr 2020 00:00:00 GMT",1825,275,460
"Algeria","Sun, 12 Apr 2020 00:00:00 GMT",1914,293,591
"Algeria","Mon, 13 Apr 2020 00:00:00 GMT",1983,313,601
"Algeria","Tue, 14 Apr 2020 00:00:00 GMT",2070,326,691
"Algeria","Wed, 15 Apr 2020 00:00:00 GMT",2160,336,708
"Algeria","Thu, 16 Apr 2020 00:00:00 GMT",2268,348,783
"Algeria","Fri, 17 Apr 2020 00:00:00 GMT",2418,364,846
"Algeria","Sat, 18 Apr 2020 00:00:00 GMT",2534,367,894
"Algeria","Sun, 19 Apr 2020 00:00:00 GMT",2629,375,1047
"Algeria","Mon, 20 Apr 2020 00:00:00 GMT",2718,384,1099
"Andorra","Wed, 22 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 23 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 24 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 25 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 26 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 27 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Tue, 28 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Wed, 29 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 30 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 31 Jan 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 01 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 02 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 03 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Tue, 04 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Wed, 05 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 06 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 07 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 08 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 09 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 10 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Tue, 11 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Wed, 12 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 13 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 14 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 15 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 16 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 17 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Tue, 18 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Wed, 19 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 20 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 21 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 22 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 23 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 24 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Tue, 25 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Wed, 26 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Thu, 27 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Fri, 28 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sat, 29 Feb 2020 00:00:00 GMT",0,0,0
"Andorra","Sun, 01 Mar 2020 00:00:00 GMT",0,0,0
"Andorra","Mon, 02 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Tue, 03 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Wed, 04 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Thu, 05 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Fri, 06 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Sat, 07 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Sun, 08 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Mon, 09 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Tue, 10 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Wed, 11 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Thu, 12 Mar 2020 00:00:00 GMT",1,0,1
"Andorra","Fri, 13 Mar 2020 00:00:00 GMT",1,0,0
"Andorra","Sat, 14 Mar 2020 00:00:00 GMT",1,0,1
"Andorra","Sun, 15 Mar 2020 00:00:00 GMT",1,0,1
"Andorra","Mon, 16 Mar 2020 00:00:00 GMT",2,0,1
"Andorra","Tue, 17 Mar 2020 00:00:00 GMT",39,0,1
"Andorra","Wed, 18 Mar 2020 00:00:00 GMT",39,0,1
"Andorra","Thu, 19 Mar 2020 00:00:00 GMT",53,0,1
"Andorra","Fri, 20 Mar 2020 00:00:00 GMT",75,0,1
"Andorra","Sat, 21 Mar 2020 00:00:00 GMT",88,0,1
"Andorra","Sun, 22 Mar 2020 00:00:00 GMT",113,1,1
"Andorra","Mon, 23 Mar 2020 00:00:00 GMT",133,1,1
"Andorra","Tue, 24 Mar 2020 00:00:00 GMT",164,1,1
"Andorra","Wed, 25 Mar 2020 00:00:00 GMT",188,1,1
"Andorra","Thu, 26 Mar 2020 00:00:00 GMT",224,3,1
"Andorra","Fri, 27 Mar 2020 00:00:00 GMT",267,3,1
"Andorra","Sat, 28 Mar 2020 00:00:00 GMT",308,3,1
"Andorra","Sun, 29 Mar 2020 00:00:00 GMT",334,6,1
"Andorra","Mon, 30 Mar 2020 00:00:00 GMT",370,8,10
"Andorra","Tue, 31 Mar 2020 00:00:00 GMT",376,12,10
"Andorra","Wed, 01 Apr 2020 00:00:00 GMT",390,14,10
"Andorra","Thu, 02 Apr 2020 00:00:00 GMT",428,15,10
"Andorra","Fri, 03 Apr 2020 00:00:00 GMT",439,16,16
"Andorra","Sat, 04 Apr 2020 00:00:00 GMT",466,17,21
"Andorra","Sun, 05 Apr 2020 00:00:00 GMT",501,18,26
"Andorra","Mon, 06 Apr 2020 00:00:00 GMT",525,21,31
"Andorra","Tue, 07 Apr 2020 00:00:00 GMT",545,22,39
"Andorra","Wed, 08 Apr 2020 00:00:00 GMT",564,23,52
"Andorra","Thu, 09 Apr 2020 00:00:00 GMT",583,25,58
"Andorra","Fri, 10 Apr 2020 00:00:00 GMT",601,26,71
"Andorra","Sat, 11 Apr 2020 00:00:00 GMT",601,26,71
"Andorra","Sun, 12 Apr 2020 00:00:00 GMT",638,29,128
"Andorra","Mon, 13 Apr 2020 00:00:00 GMT",646,29,128
"Andorra","Tue, 14 Apr 2020 00:00:00 GMT",659,31,128
"Andorra","Wed, 15 Apr 2020 00:00:00 GMT",673,33,169
"Andorra","Thu, 16 Apr 2020 00:00:00 GMT",673,33,169
"Andorra","Fri, 17 Apr 2020 00:00:00 GMT",696,35,191
"Andorra","Sat, 18 Apr 2020 00:00:00 GMT",704,35,205
"Andorra","Sun, 19 Apr 2020 00:00:00 GMT",713,36,235
"Andorra","Mon, 20 Apr 2020 00:00:00 GMT",717,37,248
"Angola","Wed, 22 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Thu, 23 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Fri, 24 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Sat, 25 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Sun, 26 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Mon, 27 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Tue, 28 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Wed, 29 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Thu, 30 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Fri, 31 Jan 2020 00:00:00 GMT",0,0,0
"Angola","Sat, 01 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Sun, 02 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Mon, 03 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Tue, 04 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Wed, 05 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Thu, 06 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Fri, 07 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Sat, 08 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Sun, 09 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Mon, 10 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Tue, 11 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Wed, 12 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Thu, 13 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Fri, 14 Feb 2020 00:00:00 GMT",0,0,0
"Angola","Sat, 15 Feb 2020 00:00:00 GMT",0,0,0
