SPR_CODE,MOD_CODE,AYR_CODE,PSL_CODE,QUE_CODE,RES_VALU
50201326,SET09103,2016/7,TR1,4.1,4
50201327,CSN08101,2016/7,TR1,1.1,2
50201327,CSN08101,2016/7,TR1,1.2,5
50201327,CSN08101,2016/7,TR1,1.3,2
50201327,CSN08101,2016/7,TR1,1.4,5
50201327,CSN08101,2016/7,TR1,1.5,5
50201327,CSN08101,2016/7,TR1,1.6,5
50201327,CSN08101,2016/7,TR1,1.7,5
50201327,CSN08101,2016/7,TR1,1.8,5
50201327,CSN08101,2016/7,TR1,1.9,4
50201327,CSN08101,2016/7,TR1,2.1,5
50201327,CSN08101,2016/7,TR1,2.2,5
50201327,CSN08101,2016/7,TR1,2.3,4
50201327,CSN08101,2016/7,TR1,2.4,2
50201327,CSN08101,2016/7,TR1,2.5,5
50201327,CSN08101,2016/7,TR1,3.1,5
50201327,CSN08101,2016/7,TR1,3.2,5
50201327,CSN08101,2016/7,TR1,3.3,5
50201327,CSN08101,2016/7,TR1,3.4,2
50201327,CSN08101,2016/7,TR1,4.1,2
50201327,INF08104,2016/7,TR1,1.1,4
50201327,INF08104,2016/7,TR1,1.2,5
50201327,INF08104,2016/7,TR1,1.3,4
50201327,INF08104,2016/7,TR1,1.4,5
50201327,INF08104,2016/7,TR1,1.5,2
50201327,INF08104,2016/7,TR1,1.6,5
50201327,INF08104,2016/7,TR1,1.7,5
50201327,INF08104,2016/7,TR1,1.8,2
50201327,INF08104,2016/7,TR1,1.9,2
50201327,INF08104,2016/7,TR1,2.1,2
50201327,INF08104,2016/7,TR1,2.2,5
50201327,INF08104,2016/7,TR1,2.3,5
50201327,INF08104,2016/7,TR1,2.4,2
50201327,INF08104,2016/7,TR1,2.5,5
50201327,INF08104,2016/7,TR1,3.1,5
50201327,INF08104,2016/7,TR1,3.2,5
50201327,INF08104,2016/7,TR1,3.3,5
50201327,INF08104,2016/7,TR1,3.4,5
50201327,INF08104,2016/7,TR1,4.1,2
50201327,SET08115,2016/7,TR1,1.1,2
50201327,SET08115,2016/7,TR1,1.2,5
50201327,SET08115,2016/7,TR1,1.3,5
50201327,SET08115,2016/7,TR1,1.4,5
50201327,SET08115,2016/7,TR1,1.5,4
50201327,SET08115,2016/7,TR1,1.6,5
50201327,SET08115,2016/7,TR1,1.7,2
50201327,SET08115,2016/7,TR1,1.8,5
50201327,SET08115,2016/7,TR1,1.9,2
50201327,SET08115,2016/7,TR1,2.1,5
50201327,SET08115,2016/7,TR1,2.2,2
50201327,SET08115,2016/7,TR1,2.3,4
50201327,SET08115,2016/7,TR1,2.4,5
50201327,SET08115,2016/7,TR1,2.5,4
50201327,SET08115,2016/7,TR1,3.1,4
50201327,SET08115,2016/7,TR1,3.2,2
50201327,SET08115,2016/7,TR1,3.3,5
50201327,SET08115,2016/7,TR1,3.4,5
50201327,SET08115,2016/7,TR1,4.1,5
50201418,CSN08101,2016/7,TR1,1.1,2
50201418,CSN08101,2016/7,TR1,1.2,2
50201418,CSN08101,2016/7,TR1,1.3,4
50201418,CSN08101,2016/7,TR1,1.4,2
50201418,CSN08101,2016/7,TR1,1.5,5
50201418,CSN08101,2016/7,TR1,1.6,5
50201418,CSN08101,2016/7,TR1,1.7,4
50201418,CSN08101,2016/7,TR1,1.8,5
50201418,CSN08101,2016/7,TR1,1.9,5
50201418,CSN08101,2016/7,TR1,2.1,5
50201418,CSN08101,2016/7,TR1,2.2,2
50201418,CSN08101,2016/7,TR1,2.3,5
50201418,CSN08101,2016/7,TR1,2.4,2
50201418,CSN08101,2016/7,TR1,2.5,5
50201418,CSN08101,2016/7,TR1,3.1,4
50201418,CSN08101,2016/7,TR1,3.2,5
50201418,CSN08101,2016/7,TR1,3.3,5
50201418,CSN08101,2016/7,TR1,3.4,2
50201418,CSN08101,2016/7,TR1,4.1,2
50201418,INF08104,2016/7,TR1,1.1,5
50201418,INF08104,2016/7,TR1,1.2,5
50201418,INF08104,2016/7,TR1,1.3,4
50201418,INF08104,2016/7,TR1,1.4,2
50201418,INF08104,2016/7,TR1,1.5,5
50201418,INF08104,2016/7,TR1,1.6,2
50201418,INF08104,2016/7,TR1,1.7,5
50201418,INF08104,2016/7,TR1,1.8,5
50201418,INF08104,2016/7,TR1,1.9,4
50201418,INF08104,2016/7,TR1,2.1,5
50201418,INF08104,2016/7,TR1,2.2,5
50201418,INF08104,2016/7,TR1,2.3,4
50201418,INF08104,2016/7,TR1,2.4,5
50201418,INF08104,2016/7,TR1,2.5,5
50201418,INF08104,2016/7,TR1,3.1,5
50201418,INF08104,2016/7,TR1,3.2,5
50201418,INF08104,2016/7,TR1,3.3,5
50201418,INF08104,2016/7,TR1,3.4,5
50201418,INF08104,2016/7,TR1,4.1,2
50201418,SET08115,2016/7,TR1,1.1,5
50201418,SET08115,2016/7,TR1,1.2,5
50201418,SET08115,2016/7,TR1,1.3,2
50201418,SET08115,2016/7,TR1,1.4,2
50201418,SET08115,2016/7,TR1,1.5,5
50201418,SET08115,2016/7,TR1,1.6,5
50201418,SET08115,2016/7,TR1,1.7,5
50201418,SET08115,2016/7,TR1,1.8,4
50201418,SET08115,2016/7,TR1,1.9,5
50201418,SET08115,2016/7,TR1,2.1,2
50201418,SET08115,2016/7,TR1,2.2,2
50201418,SET08115,2016/7,TR1,2.3,5
50201418,SET08115,2016/7,TR1,2.4,5
50201418,SET08115,2016/7,TR1,2.5,4
50201418,SET08115,2016/7,TR1,3.1,5
50201418,SET08115,2016/7,TR1,3.2,2
50201418,SET08115,2016/7,TR1,3.3,4
50201418,SET08115,2016/7,TR1,3.4,5
50201418,SET08115,2016/7,TR1,4.1,5
50201619,CSN08112,2016/7,TR1,1.1,5
50201619,CSN08112,2016/7,TR1,1.2,5
50201619,CSN08112,2016/7,TR1,1.3,4
50201619,CSN08112,2016/7,TR1,1.4,2
50201619,CSN08112,2016/7,TR1,1.5,5
50201619,CSN08112,2016/7,TR1,1.6,5
50201619,CSN08112,2016/7,TR1,1.7,5
50201619,CSN08112,2016/7,TR1,1.8,5
50201619,CSN08112,2016/7,TR1,1.9,2
50201619,CSN08112,2016/7,TR1,2.1,2
50201619,CSN08112,2016/7,TR1,2.2,4
50201619,CSN08112,2016/7,TR1,2.3,5
50201619,CSN08112,2016/7,TR1,2.4,5
50201619,CSN08112,2016/7,TR1,2.5,5
50201619,CSN08112,2016/7,TR1,3.1,2
50201619,CSN08112,2016/7,TR1,3.2,5
50201619,CSN08112,2016/7,TR1,3.3,5
50201619,CSN08112,2016/7,TR1,3.4,5
50201619,CSN08112,2016/7,TR1,4.1,4
50201619,INF08104,2016/7,TR1,1.1,4
50201619,INF08104,2016/7,TR1,1.2,2
50201619,INF08104,2016/7,TR1,1.3,5
50201619,INF08104,2016/7,TR1,1.4,4
50201619,INF08104,2016/7,TR1,1.5,5
50201619,INF08104,2016/7,TR1,1.6,5
50201619,INF08104,2016/7,TR1,1.7,5
50201619,INF08104,2016/7,TR1,1.8,5
50201619,INF08104,2016/7,TR1,1.9,5
50201619,INF08104,2016/7,TR1,2.1,5
50201619,INF08104,2016/7,TR1,2.2,4
50201619,INF08104,2016/7,TR1,2.3,2
50201619,INF08104,2016/7,TR1,2.4,5
50201619,INF08104,2016/7,TR1,2.5,2
50201619,INF08104,2016/7,TR1,3.1,2
50201619,INF08104,2016/7,TR1,3.2,5
50201619,INF08104,2016/7,TR1,3.3,4
50201619,INF08104,2016/7,TR1,3.4,2
50201619,INF08104,2016/7,TR1,4.1,4
50201619,SET08115,2016/7,TR1,1.1,5
50201619,SET08115,2016/7,TR1,1.2,4
50201619,SET08115,2016/7,TR1,1.3,5
50201619,SET08115,2016/7,TR1,1.4,4
50201619,SET08115,2016/7,TR1,1.5,5
50201619,SET08115,2016/7,TR1,1.6,2
50201619,SET08115,2016/7,TR1,1.7,5
50201619,SET08115,2016/7,TR1,1.8,5
50201619,SET08115,2016/7,TR1,1.9,5
50201619,SET08115,2016/7,TR1,2.1,5
50201619,SET08115,2016/7,TR1,2.2,5
50201619,SET08115,2016/7,TR1,2.3,5
50201619,SET08115,2016/7,TR1,2.4,5
50201619,SET08115,2016/7,TR1,2.5,2
50201619,SET08115,2016/7,TR1,3.1,5
50201619,SET08115,2016/7,TR1,3.2,2
50201619,SET08115,2016/7,TR1,3.3,5
50201619,SET08115,2016/7,TR1,3.4,5
50201619,SET08115,2016/7,TR1,4.1,5
50201776,CSN08101,2016/7,TR1,1.1,2
50201776,CSN08101,2016/7,TR1,1.2,2
50201776,CSN08101,2016/7,TR1,1.3,4
50201776,CSN08101,2016/7,TR1,1.4,5
50201776,CSN08101,2016/7,TR1,1.5,5
50201776,CSN08101,2016/7,TR1,1.6,5
50201776,CSN08101,2016/7,TR1,1.7,5
50201776,CSN08101,2016/7,TR1,1.8,4
50201776,CSN08101,2016/7,TR1,1.9,5
50201776,CSN08101,2016/7,TR1,2.1,5
50201776,CSN08101,2016/7,TR1,2.2,4
50201776,CSN08101,2016/7,TR1,2.3,5
50201776,CSN08101,2016/7,TR1,2.4,2
50201776,CSN08101,2016/7,TR1,2.5,5
50201776,CSN08101,2016/7,TR1,3.1,5
50201776,CSN08101,2016/7,TR1,3.2,2
50201776,CSN08101,2016/7,TR1,3.3,2
50201776,CSN08101,2016/7,TR1,3.4,5
50201776,CSN08101,2016/7,TR1,4.1,2
50201776,INF08104,2016/7,TR1,1.1,5
50201776,INF08104,2016/7,TR1,1.2,2
50201776,INF08104,2016/7,TR1,1.3,4
50201776,INF08104,2016/7,TR1,1.4,2
50201776,INF08104,2016/7,TR1,1.5,2
50201776,INF08104,2016/7,TR1,1.6,5
50201776,INF08104,2016/7,TR1,1.7,2
50201776,INF08104,2016/7,TR1,1.8,5
50201776,INF08104,2016/7,TR1,1.9,5
50201776,INF08104,2016/7,TR1,2.1,5
50201776,INF08104,2016/7,TR1,2.2,5
50201776,INF08104,2016/7,TR1,2.3,5
50201776,INF08104,2016/7,TR1,2.4,5
50201776,INF08104,2016/7,TR1,2.5,5
50201776,INF08104,2016/7,TR1,3.1,5
50201776,INF08104,2016/7,TR1,3.2,4
50201776,INF08104,2016/7,TR1,3.3,4
50201776,INF08104,2016/7,TR1,3.4,5
50201776,INF08104,2016/7,TR1,4.1,2
50201776,SET08108,2016/7,TR1,1.1,2
50201776,SET08108,2016/7,TR1,1.2,5
50201776,SET08108,2016/7,TR1,1.3,5
50201776,SET08108,2016/7,TR1,1.4,4
50201776,SET08108,2016/7,TR1,1.5,5
50201776,SET08108,2016/7,TR1,1.6,2
50201776,SET08108,2016/7,TR1,1.7,5
50201776,SET08108,2016/7,TR1,1.8,5
50201776,SET08108,2016/7,TR1,1.9,5
50201776,SET08108,2016/7,TR1,2.1,5
50201776,SET08108,2016/7,TR1,2.2,5
50201776,SET08108,2016/7,TR1,2.3,5
50201776,SET08108,2016/7,TR1,2.4,4
50201776,SET08108,2016/7,TR1,2.5,2
50201776,SET08108,2016/7,TR1,3.1,2
50201776,SET08108,2016/7,TR1,3.2,2
50201776,SET08108,2016/7,TR1,3.3,5
50201776,SET08108,2016/7,TR1,3.4,5
50201776,SET08108,2016/7,TR1,4.1,5
50201805,CSN08101,2016/7,TR1,1.1,5
50201805,CSN08101,2016/7,TR1,1.2,4
50201805,CSN08101,2016/7,TR1,1.3,2
50201805,CSN08101,2016/7,TR1,1.4,5
50201805,CSN08101,2016/7,TR1,1.5,2
50201805,CSN08101,2016/7,TR1,1.6,4
50201805,CSN08101,2016/7,TR1,1.7,4
50201805,CSN08101,2016/7,TR1,1.8,5
50201805,CSN08101,2016/7,TR1,1.9,5
50201805,CSN08101,2016/7,TR1,2.1,4
50201805,CSN08101,2016/7,TR1,2.2,2
50201805,CSN08101,2016/7,TR1,2.3,5
50201805,CSN08101,2016/7,TR1,2.4,5
50201805,CSN08101,2016/7,TR1,2.5,4
50201805,CSN08101,2016/7,TR1,3.1,4
50201805,CSN08101,2016/7,TR1,3.2,5
50201805,CSN08101,2016/7,TR1,3.3,4
50201805,CSN08101,2016/7,TR1,3.4,4
50201805,CSN08101,2016/7,TR1,4.1,4
50201805,INF08104,2016/7,TR1,1.1,5
50201805,INF08104,2016/7,TR1,1.2,5
50201805,INF08104,2016/7,TR1,1.3,4
50201805,INF08104,2016/7,TR1,1.4,4
50201805,INF08104,2016/7,TR1,1.5,5
50201805,INF08104,2016/7,TR1,1.6,5
50201805,INF08104,2016/7,TR1,1.7,5
50201805,INF08104,2016/7,TR1,1.8,5
50201805,INF08104,2016/7,TR1,1.9,5
50201805,INF08104,2016/7,TR1,2.1,5
50201805,INF08104,2016/7,TR1,2.2,5
50201805,INF08104,2016/7,TR1,2.3,5
50201805,INF08104,2016/7,TR1,2.4,4
50201805,INF08104,2016/7,TR1,2.5,4
50201805,INF08104,2016/7,TR1,3.1,4
50201805,INF08104,2016/7,TR1,3.2,5
50201805,INF08104,2016/7,TR1,3.3,5
50201805,INF08104,2016/7,TR1,3.4,5
50201805,INF08104,2016/7,TR1,4.1,5
50201805,SET08115,2016/7,TR1,1.1,4
50201805,SET08115,2016/7,TR1,1.2,5
50201805,SET08115,2016/7,TR1,1.3,5
50201805,SET08115,2016/7,TR1,1.4,5
50201805,SET08115,2016/7,TR1,1.5,4
50201805,SET08115,2016/7,TR1,1.6,5
50201805,SET08115,2016/7,TR1,1.7,5
50201805,SET08115,2016/7,TR1,1.8,5
50201805,SET08115,2016/7,TR1,1.9,2
50201805,SET08115,2016/7,TR1,2.1,4
50201805,SET08115,2016/7,TR1,2.2,5
50201805,SET08115,2016/7,TR1,2.3,5
50201805,SET08115,2016/7,TR1,2.4,5
50201805,SET08115,2016/7,TR1,2.5,2
50201805,SET08115,2016/7,TR1,3.1,5
50201805,SET08115,2016/7,TR1,3.2,5
50201805,SET08115,2016/7,TR1,3.3,5
50201805,SET08115,2016/7,TR1,3.4,5
50201805,SET08115,2016/7,TR1,4.1,2
50201854,CSN08101,2016/7,TR1,1.1,4
50201854,CSN08101,2016/7,TR1,1.2,5
50201854,CSN08101,2016/7,TR1,1.3,5
50201854,CSN08101,2016/7,TR1,1.4,5
50201854,CSN08101,2016/7,TR1,1.5,5
50201854,CSN08101,2016/7,TR1,1.6,5
50201854,CSN08101,2016/7,TR1,1.7,5
50201854,CSN08101,2016/7,TR1,1.8,5
50201854,CSN08101,2016/7,TR1,1.9,2
50201854,CSN08101,2016/7,TR1,2.1,5
50201854,CSN08101,2016/7,TR1,2.2,5
50201854,CSN08101,2016/7,TR1,2.3,5
50201854,CSN08101,2016/7,TR1,2.4,5
50201854,CSN08101,2016/7,TR1,2.5,5
50201854,CSN08101,2016/7,TR1,3.1,2
50201854,CSN08101,2016/7,TR1,3.2,5
50201854,CSN08101,2016/7,TR1,3.3,5
50201854,CSN08101,2016/7,TR1,3.4,5
50201854,CSN08101,2016/7,TR1,4.1,4
50201854,INF08104,2016/7,TR1,1.1,5
50201854,INF08104,2016/7,TR1,1.2,2
50201854,INF08104,2016/7,TR1,1.3,4
50201854,INF08104,2016/7,TR1,1.4,2
50201854,INF08104,2016/7,TR1,1.5,5
50201854,INF08104,2016/7,TR1,1.6,2
50201854,INF08104,2016/7,TR1,1.7,4
50201854,INF08104,2016/7,TR1,1.8,5
50201854,INF08104,2016/7,TR1,1.9,5
50201854,INF08104,2016/7,TR1,2.1,5
50201854,INF08104,2016/7,TR1,2.2,4
50201854,INF08104,2016/7,TR1,2.3,5
50201854,INF08104,2016/7,TR1,2.4,5
50201854,INF08104,2016/7,TR1,2.5,4
50201854,INF08104,2016/7,TR1,3.1,5
50201854,INF08104,2016/7,TR1,3.2,4
50201854,INF08104,2016/7,TR1,3.3,2
50201854,INF08104,2016/7,TR1,3.4,2
50201854,INF08104,2016/7,TR1,4.1,5
50201854,SET08115,2016/7,TR1,1.1,5
50201854,SET08115,2016/7,TR1,1.2,5
50201854,SET08115,2016/7,TR1,1.3,2
50201854,SET08115,2016/7,TR1,1.4,5
50201854,SET08115,2016/7,TR1,1.5,4
50201854,SET08115,2016/7,TR1,1.6,5
50201854,SET08115,2016/7,TR1,1.7,5
50201854,SET08115,2016/7,TR1,1.8,5
50201854,SET08115,2016/7,TR1,1.9,5
50201854,SET08115,2016/7,TR1,2.1,5
50201854,SET08115,2016/7,TR1,2.2,5
50201854,SET08115,2016/7,TR1,2.3,4
50201854,SET08115,2016/7,TR1,2.4,4
50201854,SET08115,2016/7,TR1,2.5,5
50201854,SET08115,2016/7,TR1,3.1,5
50201854,SET08115,2016/7,TR1,3.2,5
50201854,SET08115,2016/7,TR1,3.3,5
